LLM Rater
  Provider: anthropic
  Model: claude-sonnet-4-5
  Source: webcam
  RPM limit: 50
  Download timeout: 30s
  API timeout:      60s
  Skip rated: True
  Write to DB: True
  Dry run: False
  Verbose: False
  Output: ml/artifacts/llm_ratings/ratings_20260507_071316.csv
Connecting to Postgres…
  connected.
  Images to rate: 29611
[1/29611] record 66407: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 8.8s, total 9.1s)
[257/29611] record 66763: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 4.7s, total 4.9s)
[258/29611] record 66764: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[259/29611] record 66765: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.5s, total 4.7s)
[260/29611] record 66766: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.5s)
[261/29611] record 66767: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[262/29611] record 66768: q=0.55 sunset=True conf=0.80  (dl 0.2s, api 3.8s, total 4.0s)
[263/29611] record 66769: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[264/29611] record 66770: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 3.5s, total 3.7s)
[265/29611] record 66771: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 7.3s, total 7.5s)
[266/29611] record 66772: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 2.9s)
[267/29611] record 66773: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 4.9s, total 5.0s)
[268/29611] record 66774: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.0s, total 3.2s)
[269/29611] record 66775: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.9s, total 4.1s)
[270/29611] record 66776: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.2s, total 4.4s)
[271/29611] record 66777: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.6s, total 3.8s)
[272/29611] record 66778: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.6s)
[273/29611] record 66779: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 4.5s, total 4.7s)
[274/29611] record 66780: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[275/29611] record 66781: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.9s, total 4.0s)
[276/29611] record 66782: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.2s)
[277/29611] record 66783: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.6s, total 3.7s)
[278/29611] record 66784: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[279/29611] record 66785: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.8s, total 5.0s)
[280/29611] record 66786: q=0.00 sunset=False conf=1.00  (dl 0.3s, api 3.2s, total 3.5s)
[281/29611] record 66787: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 5.1s, total 5.4s)
[282/29611] record 66788: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[283/29611] record 66789: q=0.45 sunset=True conf=0.70  (dl 0.3s, api 3.1s, total 3.5s)
[284/29611] record 66790: q=0.35 sunset=True conf=0.75  (dl 0.3s, api 3.0s, total 3.2s)
[285/29611] record 66791: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.6s, total 4.7s)
[286/29611] record 66792: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.3s, total 3.5s)
[287/29611] record 66793: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.5s, total 3.6s)
[288/29611] record 66794: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[289/29611] record 66795: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.7s, total 5.9s)
[290/29611] record 66796: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.8s)
[291/29611] record 66797: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[292/29611] record 66798: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.3s)
[293/29611] record 66799: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 4.1s, total 4.3s)
[294/29611] record 66800: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.1s, total 3.2s)
[295/29611] record 66801: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 3.3s, total 3.6s)
[296/29611] record 66802: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 5.9s, total 6.1s)
[297/29611] record 66803: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.4s, total 3.7s)
[298/29611] record 66804: q=0.00 sunset=False conf=0.95  (dl 0.4s, api 3.2s, total 3.6s)
[299/29611] record 66805: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 5.5s, total 5.7s)
[300/29611] record 66806: q=0.72 sunset=True conf=0.75  (dl 0.2s, api 3.5s, total 3.7s)
[301/29611] record 66807: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.0s, total 3.2s)
[302/29611] record 66808: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.9s, total 4.1s)
[303/29611] record 66809: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.1s, total 4.3s)
[304/29611] record 66810: q=0.00 sunset=False conf=1.00  (dl 0.1s, api 2.8s, total 2.9s)
[305/29611] record 66811: q=0.88 sunset=True conf=0.85  (dl 0.2s, api 3.4s, total 3.6s)
[306/29611] record 66812: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.6s, total 5.8s)
[307/29611] record 66813: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 5.9s, total 6.1s)
[308/29611] record 66814: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 4.7s, total 4.9s)
[309/29611] record 66815: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 7.6s, total 7.8s)
[310/29611] record 66816: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 4.4s, total 4.6s)
[311/29611] record 66817: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.4s, total 3.6s)
[312/29611] record 66818: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.6s, total 3.7s)
[313/29611] record 66819: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[314/29611] record 66820: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 4.5s, total 4.7s)
[315/29611] record 66821: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 5.7s, total 5.9s)
[316/29611] record 66822: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 3.4s, total 3.5s)
[317/29611] record 66823: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.6s, total 3.8s)
[318/29611] record 66824: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.5s, total 2.6s)
[319/29611] record 66825: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 4.5s, total 4.7s)
[320/29611] record 66826: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.5s, total 3.6s)
[321/29611] record 66827: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.2s, total 3.4s)
[322/29611] record 66828: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.9s, total 4.1s)
[323/29611] record 66829: q=0.72 sunset=True conf=0.85  (dl 0.3s, api 5.7s, total 6.0s)
[324/29611] record 66830: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 3.7s, total 3.8s)
[325/29611] record 66831: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.9s, total 4.1s)
[326/29611] record 66832: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.7s, total 4.9s)
[327/29611] record 66833: q=0.45 sunset=True conf=0.75  (dl 0.3s, api 3.8s, total 4.0s)
[328/29611] record 66834: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.9s, total 4.1s)
[329/29611] record 66835: q=0.25 sunset=True conf=0.70  (dl 0.3s, api 3.2s, total 3.5s)
[330/29611] record 66836: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.7s, total 3.9s)
[331/29611] record 66837: q=0.25 sunset=True conf=0.70  (dl 0.2s, api 5.1s, total 5.3s)
[332/29611] record 66838: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.2s, total 2.4s)
[333/29611] record 66839: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.6s, total 4.8s)
[334/29611] record 66840: q=0.25 sunset=True conf=0.60  (dl 0.2s, api 3.3s, total 3.5s)
[335/29611] record 66841: q=0.45 sunset=True conf=0.70  (dl 0.1s, api 4.1s, total 4.3s)
[336/29611] record 66842: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.4s, total 4.5s)
[337/29611] record 66843: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[338/29611] record 66844: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.4s, total 3.5s)
[339/29611] record 66845: q=0.65 sunset=True conf=0.85  (dl 0.1s, api 5.9s, total 6.1s)
[340/29611] record 66846: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.1s, total 3.3s)
[341/29611] record 66847: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 5.5s, total 5.7s)
[342/29611] record 66848: q=0.15 sunset=False conf=0.85  (dl 0.2s, api 3.8s, total 4.0s)
[343/29611] record 66849: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 6.3s, total 6.5s)
[344/29611] record 66850: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.8s, total 3.9s)
[345/29611] record 66851: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 8.6s, total 8.8s)
[346/29611] record 66852: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.9s, total 4.1s)
[347/29611] record 66853: q=0.25 sunset=True conf=0.70  (dl 0.2s, api 3.3s, total 3.5s)
[348/29611] record 66854: q=0.25 sunset=True conf=0.70  (dl 0.2s, api 3.6s, total 3.8s)
[349/29611] record 66855: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 4.0s, total 4.1s)
[350/29611] record 66856: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 4.1s, total 4.3s)
[351/29611] record 66857: q=0.45 sunset=True conf=0.75  (dl 0.1s, api 4.2s, total 4.4s)
[352/29611] record 66858: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.6s, total 3.8s)
[353/29611] record 66859: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.3s, total 3.5s)
[354/29611] record 66860: q=0.35 sunset=True conf=0.70  (dl 0.1s, api 4.5s, total 4.6s)
[355/29611] record 66861: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.4s, total 3.6s)
[356/29611] record 66862: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.0s, total 5.1s)
[357/29611] record 66863: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 4.1s, total 4.2s)
[358/29611] record 66864: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[359/29611] record 66865: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 4.0s, total 4.2s)
[360/29611] record 66866: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.6s)
[361/29611] record 66867: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.8s)
[362/29611] record 66868: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[363/29611] record 66869: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 5.7s, total 5.9s)
[364/29611] record 66870: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.5s, total 3.7s)
[365/29611] record 66871: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 4.1s, total 4.2s)
[366/29611] record 66872: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.1s, total 3.3s)
[367/29611] record 66873: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 3.7s, total 3.9s)
[368/29611] record 66874: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.7s, total 3.9s)
[369/29611] record 66875: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 2.6s, total 2.7s)
[370/29611] record 66876: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 7.4s, total 7.5s)
[371/29611] record 66877: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[372/29611] record 66878: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.5s, total 4.6s)
[373/29611] record 66879: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.7s, total 3.9s)
[374/29611] record 66880: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 2.8s, total 3.0s)
[375/29611] record 66881: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.5s, total 3.8s)
[376/29611] record 66882: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[377/29611] record 66883: q=0.25 sunset=True conf=0.70  (dl 0.2s, api 4.0s, total 4.2s)
[378/29611] record 66884: q=0.45 sunset=True conf=0.70  (dl 0.3s, api 3.2s, total 3.5s)
[379/29611] record 66885: q=0.55 sunset=True conf=0.85  (dl 0.2s, api 5.2s, total 5.4s)
[380/29611] record 66886: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[381/29611] record 66887: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.2s, total 3.4s)
[382/29611] record 66888: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.6s, total 3.7s)
[383/29611] record 66889: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.5s, total 3.7s)
[384/29611] record 66890: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.8s, total 4.0s)
[385/29611] record 66891: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.0s, total 3.2s)
[386/29611] record 66892: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.1s, total 3.3s)
[387/29611] record 66893: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.0s)
[388/29611] record 66894: q=0.25 sunset=True conf=0.70  (dl 0.2s, api 3.7s, total 3.9s)
[389/29611] record 66895: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.6s, total 3.7s)
[390/29611] record 66896: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.4s, total 3.6s)
[391/29611] record 66897: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.9s, total 4.1s)
[392/29611] record 66898: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 4.9s, total 5.0s)
[393/29611] record 66899: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.1s)
[394/29611] record 66900: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.5s, total 3.7s)
[395/29611] record 66901: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.2s, total 3.4s)
[396/29611] record 66902: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.6s, total 3.8s)
[397/29611] record 66903: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 4.5s, total 4.6s)
[398/29611] record 66904: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 3.2s, total 3.4s)
[399/29611] record 66905: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.2s, total 3.4s)
[400/29611] record 66906: q=0.45 sunset=True conf=0.60  (dl 0.3s, api 3.4s, total 3.6s)
[401/29611] record 66907: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.8s, total 4.0s)
[402/29611] record 66908: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[403/29611] record 66909: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.6s, total 3.8s)
[404/29611] record 66910: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[405/29611] record 66911: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.3s, total 2.5s)
[406/29611] record 66912: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[407/29611] record 66913: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.7s, total 2.9s)
[408/29611] record 66914: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.1s, total 4.2s)
[409/29611] record 66915: q=0.55 sunset=True conf=0.70  (dl 0.2s, api 4.9s, total 5.0s)
[410/29611] record 66916: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 3.1s, total 3.3s)
[411/29611] record 66917: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.3s, total 3.5s)
[412/29611] record 66918: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 2.8s, total 3.0s)
[413/29611] record 66919: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 4.3s, total 4.4s)
[414/29611] record 66920: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[415/29611] record 66921: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.8s)
[416/29611] record 66922: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.2s, total 3.4s)
[417/29611] record 66923: q=0.25 sunset=True conf=0.70  (dl 0.2s, api 2.9s, total 3.1s)
[418/29611] record 66924: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 5.5s, total 5.6s)
[419/29611] record 66925: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.6s, total 3.8s)
[420/29611] record 66926: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.9s, total 6.1s)
[421/29611] record 66927: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 4.6s, total 4.8s)
[422/29611] record 66928: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[423/29611] record 66929: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 4.5s, total 4.7s)
[424/29611] record 66930: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.5s, total 3.7s)
[425/29611] record 66931: q=0.65 sunset=True conf=0.85  (dl 0.2s, api 3.6s, total 3.9s)
[426/29611] record 66932: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.3s, total 2.5s)
[427/29611] record 66933: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.1s, total 3.3s)
[428/29611] record 66934: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[429/29611] record 66935: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 4.3s, total 4.5s)
[430/29611] record 66936: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[431/29611] record 66937: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.1s, total 5.2s)
[432/29611] record 66938: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.3s, total 4.5s)
[433/29611] record 66939: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.6s, total 3.8s)
[434/29611] record 66940: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.8s)
[435/29611] record 66941: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 4.9s, total 5.1s)
[436/29611] record 66942: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[437/29611] record 66943: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.7s, total 3.8s)
[438/29611] record 66944: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 4.6s, total 4.9s)
[439/29611] record 66945: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[440/29611] record 66946: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.8s)
[441/29611] record 66947: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 2.9s, total 3.0s)
[442/29611] record 66948: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.6s)
[443/29611] record 66949: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.6s, total 3.8s)
[444/29611] record 66950: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 3.0s, total 3.2s)
[445/29611] record 66951: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[446/29611] record 66952: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[447/29611] record 66953: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.8s)
[448/29611] record 66954: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.8s)
[449/29611] record 66955: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.4s, total 3.6s)
[450/29611] record 66956: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.6s, total 4.7s)
[451/29611] record 66957: q=0.55 sunset=True conf=0.70  (dl 0.2s, api 2.9s, total 3.1s)
[452/29611] record 66958: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.2s, total 3.4s)
[453/29611] record 66959: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[454/29611] record 66960: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.6s)
[455/29611] record 66961: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 4.0s, total 4.2s)
[456/29611] record 66962: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[457/29611] record 66963: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.7s, total 3.8s)
[458/29611] record 66964: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[459/29611] record 66965: q=0.25 sunset=True conf=0.70  (dl 0.2s, api 4.9s, total 5.1s)
[460/29611] record 66966: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 42.6s, total 42.8s)
[461/29611] record 66967: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.5s, total 3.7s)
[462/29611] record 66968: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.4s, total 3.6s)
[463/29611] record 66969: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.6s)
[464/29611] record 66970: q=0.00 sunset=False conf=0.95  (dl 0.4s, api 2.9s, total 3.2s)
[465/29611] record 66971: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[466/29611] record 66972: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.6s)
[467/29611] record 66973: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[468/29611] record 66974: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.3s, total 3.4s)
[469/29611] record 66975: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.3s, total 3.5s)
[470/29611] record 66976: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 4.6s, total 4.8s)
[471/29611] record 66977: q=0.72 sunset=True conf=0.75  (dl 0.2s, api 3.4s, total 3.6s)
[472/29611] record 66978: q=0.25 sunset=True conf=0.60  (dl 0.2s, api 3.6s, total 3.8s)
[473/29611] record 66979: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[474/29611] record 66980: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[475/29611] record 66981: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[476/29611] record 66982: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.3s, total 3.5s)
[477/29611] record 66983: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.4s, total 3.6s)
[478/29611] record 66984: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[479/29611] record 66985: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.8s, total 5.9s)
[480/29611] record 66986: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[481/29611] record 66987: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[482/29611] record 66988: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.4s, total 3.6s)
[483/29611] record 66989: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 6.7s, total 6.8s)
[484/29611] record 66990: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[485/29611] record 66991: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[486/29611] record 66992: q=0.72 sunset=True conf=0.75  (dl 0.2s, api 3.6s, total 3.7s)
[487/29611] record 66993: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 3.8s, total 4.0s)
[488/29611] record 66994: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[489/29611] record 66995: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.4s, total 4.6s)
[490/29611] record 66996: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.7s)
[491/29611] record 66997: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.4s)
[492/29611] record 66998: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.3s, total 3.5s)
[493/29611] record 66999: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 3.4s, total 3.6s)
[494/29611] record 67000: q=0.25 sunset=True conf=0.70  (dl 0.2s, api 3.4s, total 3.6s)
[495/29611] record 67001: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[496/29611] record 67002: q=0.35 sunset=True conf=0.75  (dl 0.1s, api 3.5s, total 3.6s)
[497/29611] record 67003: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.4s, total 3.7s)
[498/29611] record 67004: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 2.9s, total 3.2s)
[499/29611] record 67005: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.5s, total 3.7s)
[500/29611] record 67006: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.1s, total 3.3s)
[501/29611] record 67007: q=0.00 sunset=False conf=0.90  (dl 0.2s, api 3.7s, total 3.9s)
[502/29611] record 67008: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 4.0s, total 4.2s)
[503/29611] record 67009: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 4.0s, total 4.2s)
[504/29611] record 67010: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.8s, total 3.0s)
[505/29611] record 67011: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.0s, total 3.2s)
[506/29611] record 67012: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 5.4s, total 5.6s)
[507/29611] record 67013: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 5.2s, total 5.3s)
[508/29611] record 67014: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[509/29611] record 67015: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[510/29611] record 67016: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.3s, total 3.5s)
